session,paper_id,paper_title,author_order,author_name,author_affil_ids,author_is_eca,affiliations_resolved
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,10,S. Gaddam,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,11,S. Kazemkhani,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,12,S. Y. Kim,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,13,S. Maangat,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,14,B. Nguyen,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,15,M. Robinson,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,16,H. Hedayati,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,17,Broadcom,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,18,San Jose,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.4,A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive D S 1 Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,19,CA,,False,
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.5,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,1,A. R. Chowdhury,1,False,"University of California, Berkeley, CA"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.5,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,2,W. Rahman,1,False,"University of California, Berkeley, CA"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.5,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,3,A. ElShater,2,False,"MediaTek, Irvine, CA"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.5,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,4,T. Ali,2,False,"MediaTek, Irvine, CA"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.5,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,5,V. Stojanovic,"1,3",False,"University of California, Berkeley, CA | Ayar Labs, San Jose, CA"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,1,C. Wang,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,2,Y. Gu,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,3,G. Coudyzer,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,4,S. Niu,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,5,J. Zhang,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 23 Tuesday, February 17th, 3:35 PM",23.6,A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,6,X. Yin,,False,"imec - Ghent University, Ghent, Belgium"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,1,Y. Kwon,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,2,S. Kim,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,3,Y. Choi,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,4,T. Kwon,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,5,S. Ryu,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,6,S. Na,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,7,K. Kim,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,8,U. Song,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,9,H-W. Lim,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,10,J. Lee,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.1,A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,11,J-Y. Lee,,False,"Samsung Electronics, Suwon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.2,"A 4042-PPI 10b 240Hz Digital-PWM CMOS Backplane for Micro-LED-on-Silicon Displays with a Shared, Unified Memory-in-Pixel Architecture",1,K. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.2,"A 4042-PPI 10b 240Hz Digital-PWM CMOS Backplane for Micro-LED-on-Silicon Displays with a Shared, Unified Memory-in-Pixel Architecture",2,J-G. Lee,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.2,"A 4042-PPI 10b 240Hz Digital-PWM CMOS Backplane for Micro-LED-on-Silicon Displays with a Shared, Unified Memory-in-Pixel Architecture",3,H-S. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.3,A 144mW 161Mpixels/s Tensor Display Processor for 3D Virtual Reality,1,C-Y. Lee,,False,"National Taiwan University, Taipei, Taiwan"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.3,A 144mW 161Mpixels/s Tensor Display Processor for 3D Virtual Reality,2,Y-F. Tsai,,False,"National Taiwan University, Taipei, Taiwan"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.3,A 144mW 161Mpixels/s Tensor Display Processor for 3D Virtual Reality,3,Y-S. Lin,,False,"National Taiwan University, Taipei, Taiwan"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.3,A 144mW 161Mpixels/s Tensor Display Processor for 3D Virtual Reality,4,C-H. Yang,,False,"National Taiwan University, Taipei, Taiwan"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.4,A 512ch 10b Source-Driver IC with Current-Mode Auto-Zeroing Scheme Achieving 1.4mV DVO and 600ns 1-Horizontal Time for Mobile OLED Displays,1,Y. Park,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.4,A 512ch 10b Source-Driver IC with Current-Mode Auto-Zeroing Scheme Achieving 1.4mV DVO and 600ns 1-Horizontal Time for Mobile OLED Displays,2,G-W. Lim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.4,A 512ch 10b Source-Driver IC with Current-Mode Auto-Zeroing Scheme Achieving 1.4mV DVO and 600ns 1-Horizontal Time for Mobile OLED Displays,3,H-S. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.5,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling 1μs 1-H Scan Time and 1722μm2 per Channel,1,H-J. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.5,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling 1μs 1-H Scan Time and 1722μm2 per Channel,2,Y. Park,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.5,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling 1μs 1-H Scan Time and 1722μm2 per Channel,3,K. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.5,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling 1μs 1-H Scan Time and 1722μm2 per Channel,4,S. Shin,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.5,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling 1μs 1-H Scan Time and 1722μm2 per Channel,5,H-S. Kim,,False,"KAIST, Daejeon, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,1,Y-R. Jo,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,2,S. Na,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,3,S. Byun,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,4,J. Park,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,5,G. Ha,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,6,J. Ok,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,7,T-G. Song,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,8,W-N. Lee,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,9,J. Lee,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,10,H-W. Lim,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,11,S. Kim,,False,"Samsung Electronics, Hwaseong, Korea"
"SESSION 24 Tuesday, February 17th, 3:35 PM",24.6,A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,12,J-Y. Lee,,False,"Samsung Electronics, Hwaseong, Korea"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,1,A. Golder,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,2,R. Kumar,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,3,S. Taneja,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,4,K. Race,2,False,"Intel, Austin, TX"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,5,P. Aseron,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,6,J. Greensky,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,7,W. Wang,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,8,H. Gong,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,9,L. Kethareswaran,2,False,"Intel, Austin, TX"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,10,V. Suresh,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,11,A. Vartak,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,12,A. Challagundla,2,False,"Intel, Austin, TX"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,13,J. Casas,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,14,P. Lalwaney,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,15,D. Kim,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,16,C. N. Gutierrez,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,17,E. Z. Ramos,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,18,W. Cho,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,19,J. M. Rojas Chaves,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,20,M. Steiner,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,21,D. Lake,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,22,N. Yennampelli,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,23,K. Nivarthi,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,24,K. Bijinapally,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,25,B. P. Talamala,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,26,S. Valluri,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,27,V. Srirambhatla,3,False,"Intel, Hyderabad, India"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,28,C. Wilkerson,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,29,R. Cammarota,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.1,HERACLES: 8192-Way SIMD Programmable Scalable D S 2 Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,30,S. Mathew,1,False,"Intel, Hillsboro, OR"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,1,X. Yu,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,2,Y. Sun,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,3,Y. Zhao,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,4,H. Kuang,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,5,S. Wang,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,6,Z. Yang,,False,"Fudan University, Shanghai, China"
SESSION 25,25.2,A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,7,J. Han,,False,"Fudan University, Shanghai, China"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,1,A. Ghosh,1,True,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,2,M-C. Li,1,True,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,3,L. Ding,1,False,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,4,S. Kundu,2,False,"KU Leuven ESAT, Leuven, Belgium"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,5,A. Sayeed,1,False,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,6,A. Karmakar,3,False,"Indian Institute of Technology, Kanpur, India"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,7,H. Naman,1,False,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,8,S. Antal,1,False,"Purdue University, West Lafayette, IN"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,9,I. Verbauwhede,2,False,"KU Leuven ESAT, Leuven, Belgium"
SESSION 25,25.3,A 16nm 0.042mm2 0.66uJ/Ops Lightweight MLWE PQC KEM with D S 2 Cryptanalysis-ASIC Co-optimization,10,S. Sen,1,False,"Purdue University, West Lafayette, IN"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,1,A. Putra,,True,"KAIST, Daejeon, Korea"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,2,H. Cho,,True,"KAIST, Daejeon, Korea"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,3,S. Yune,,False,"KAIST, Daejeon, Korea"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,4,C. M. Duong,,False,"KAIST, Daejeon, Korea"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,5,J. Jeon,,False,"KAIST, Daejeon, Korea"
SESSION 25,25.4,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with On-Chip Data Generation for Privacy-Preserving Computation,6,J-Y. Kim,,False,"KAIST, Daejeon, Korea"
SESSION 25,25.5,A 0.05mm2 1.19-to-7.34mW SQIsign-1D Isogeny-Based Post-Quantum Signature Verification Accelerator for IoT,1,K. S. T. Ramapragada,,False,"Indian Institute of Science, Bengaluru, India"
SESSION 25,25.5,A 0.05mm2 1.19-to-7.34mW SQIsign-1D Isogeny-Based Post-Quantum Signature Verification Accelerator for IoT,2,U. Banerjee,,False,"Indian Institute of Science, Bengaluru, India"
SESSION 25,25.6,A 17%/27% Area-/Energy-Overhead Glitch-Transition Secure SHA-3 Engine Fusing Dual-Rail Precharge Logic and Asymmetric Masking,1,C. Zhao,"1,1",False,"Tsinghua University, Beijing, China | Tsinghua University, Beijing, China"
SESSION 25,25.6,A 17%/27% Area-/Energy-Overhead Glitch-Transition Secure SHA-3 Engine Fusing Dual-Rail Precharge Logic and Asymmetric Masking,2,H. Shui,"1,1",False,"Tsinghua University, Beijing, China | Tsinghua University, Beijing, China"
